"B1"	"B2"	"B3"	"B4"	"B5"	"B6"	"B8"	"B9"	"B10"	"B11"	"B12"	"B13"
"K04D7.1.3"	1	2	0	0	1	1	0	0	1	1	0	1
"K04D7.2a"	1	1	0	1	2	1	1	1	2	0	0	0
"K04D7.3a"	4	4	1	0	5	5	1	0	3	3	5	1
"K04D7.4a"	13	7	2	9	15	5	1	0	5	2	1	4
"K04D7.5a"	15	1	2	1	1	4	1	0	1	2	0	0
"K04D7.6"	40	27	19	16	21	28	14	12	25	32	22	15
"K04E7.3"	3	0	0	0	0	4	1	0	0	0	0	0
"K04F1.1"	0	1	0	0	0	0	0	0	0	0	0	0
"K04F1.12b"	0	1	0	2	0	0	0	2	0	0	0	0
"K04F1.5"	2	0	0	2	0	0	0	1	0	0	1	1
"K04F1.8a"	5	1	0	1	2	0	1	0	1	1	0	0
"K04F10.1"	12	1	1	1	2	2	1	0	0	0	0	1
"K04F10.2"	18	2	2	2	4	1	0	0	3	5	1	2
"K04F10.3a"	66	30	26	15	22	20	9	7	23	25	14	14
"K04F10.5"	3	0	0	0	0	0	2	0	1	1	0	0
"K04F10.6a"	1	2	1	6	3	2	3	2	4	5	1	2
"K04F10.7"	369	259	151	148	254	166	133	100	225	235	165	137
"K04G11.1"	0	1	0	0	0	0	0	0	0	0	0	0
"K04G11.2"	0	1	0	0	0	0	0	0	0	0	0	0
"K04G11.3"	0	1	1	1	2	0	1	0	0	0	0	1
"K04G11.4"	19	6	5	0	6	6	4	6	10	2	1	3
"K04G11.5"	277	149	53	43	174	59	38	49	103	145	77	72
"K04G2.1.2"	0	0	0	0	0	1	0	0	0	0	0	0
"K04G2.10"	4	15	4	13	4	14	6	10	22	15	11	10
"K04G2.11.2"	9	12	4	6	13	2	5	5	10	8	8	7
"K04G2.12"	1	1	0	0	0	0	1	0	0	0	0	0
"K04G2.2"	287	156	87	57	145	62	55	36	120	86	60	74
"K04G2.3"	433	315	118	117	204	138	106	87	195	152	120	99
"K04G2.5b"	6	1	1	0	1	0	0	0	1	3	0	1
"K04G2.5d"	0	0	2	0	0	0	0	0	0	0	0	0
"K04G2.6"	328	292	176	144	181	202	129	118	255	257	194	136
"K04G2.8a"	0	0	0	0	0	1	0	0	0	0	0	1
"K04G2.9"	4	6	2	3	7	0	1	0	6	9	3	2
"K04G7.1.2"	136	90	75	50	85	71	41	43	78	90	71	42
"K04G7.10.2"	194	178	77	52	132	64	58	63	122	136	76	70
"K04G7.11"	147	102	42	30	38	35	24	24	69	43	40	35
"K04G7.3a"	61	19	11	13	20	8	11	12	17	17	13	11
"K04G7.4a.1"	25	17	11	1	12	7	2	6	11	14	7	2
"K04H4.1a"	0	0	1	0	0	0	0	0	0	0	0	0
"K04H4.5"	4	1	0	1	0	2	0	1	1	0	0	0
"K05B2.2b.2"	2	0	0	0	0	0	1	0	1	0	0	0
"K05B2.3"	0	0	0	0	0	0	1	0	0	0	1	1
"K05B2.4"	2	1	0	0	0	1	0	0	1	0	0	0
"K05B2.6"	1	2	2	0	1	0	0	0	1	1	1	0
"K05C4.1"	1194	857	533	425	549	534	314	277	730	477	457	373
"K05C4.11"	71	45	26	25	37	32	15	14	19	33	26	25
"K05C4.2"	1851	862	477	395	1559	416	361	414	855	1181	658	559
"K05C4.3"	71	55	27	28	29	40	15	9	24	48	27	24
"K05C4.4"	600	586	324	301	338	373	271	264	461	593	401	283
"K05C4.5"	1227	812	461	320	423	392	244	245	638	435	349	291
"K05C4.6a.2"	0	0	0	1	0	0	0	0	0	0	0	0
"K05C4.7.1"	1	0	0	0	2	0	0	0	0	0	0	0
"K05C4.8"	951	1025	628	489	371	656	378	263	493	639	428	342
"K05C4.9"	1393	1054	610	483	633	560	387	290	624	755	460	402
"K05D4.5"	0	0	0	0	0	0	0	0	0	1	0	0
"K05F1.1"	3	1	1	2	0	2	0	0	0	0	0	1
"K05F1.2"	0	0	1	1	0	1	0	0	0	0	0	0
"K05F1.3"	1	0	0	1	4	0	0	1	0	0	0	0
"K05F1.5"	0	1	0	0	0	0	0	0	0	1	1	0
"K05F1.6b"	17	7	4	9	8	8	7	1	4	4	2	4
"K05F1.9"	0	0	1	1	0	0	1	0	0	1	0	0
"K05F6.1"	2	0	1	1	5	1	1	0	2	4	3	1
"K05F6.10"	0	0	1	0	0	0	0	0	1	0	1	0
"K05F6.11"	0	0	0	0	1	0	0	0	0	0	0	0
"K05F6.12"	5	8	6	1	5	0	2	2	10	3	3	2
"K05F6.14"	6	0	1	1	3	0	2	0	2	0	0	1
"K05F6.2"	9	7	2	2	9	3	5	0	4	6	2	3
"K05F6.3"	146	114	51	48	54	52	22	32	55	57	49	24
"K05F6.4"	4	4	2	0	1	0	0	0	2	4	1	1
"K05F6.5"	5	4	1	4	3	0	5	1	3	3	1	3
"K05F6.6"	93	74	34	35	47	48	25	19	43	74	43	34
"K05F6.7"	17	21	7	5	11	10	4	1	14	11	4	7
"K05F6.8"	3	2	2	0	4	2	0	0	1	1	1	1
"K05F6.9"	490	347	170	164	346	201	126	153	317	420	241	155
"K05G3.2"	0	0	1	0	0	0	1	1	0	0	2	0
"K05G3.3"	2	0	0	0	1	2	0	0	0	0	1	0
"K06A1.3"	1	1	1	0	0	0	0	0	3	1	0	0
"K06A1.4.2"	76	31	17	11	53	20	8	10	17	17	12	13
"K06A1.5"	80	46	25	12	23	14	18	12	30	22	13	14
"K06A1.6"	1	1	0	0	0	0	2	0	1	0	0	1
"K06A4.3"	2	0	1	1	0	0	0	0	0	1	0	0
"K06A4.4"	6	4	3	3	6	2	2	0	1	8	1	0
"K06A4.6"	0	0	0	0	0	0	0	0	0	0	1	0
"K06A4.8"	0	0	0	0	0	0	0	0	1	0	0	0
"K06A5.1c"	7	5	4	3	2	5	4	2	7	4	4	5
"K06A5.2"	9	1	2	1	4	3	0	0	0	0	1	0
"K06A5.3"	1	0	0	1	0	1	0	0	4	0	0	1
"K06A5.4"	1031	767	429	331	717	407	267	325	648	645	456	325
"K06A5.7.1"	418	298	174	109	110	132	99	80	212	161	147	132
"K06A5.8b.1"	11	11	6	5	3	3	7	8	8	5	4	10
"K06A9.1c"	26	22	13	6	19	13	5	5	17	21	9	11
"K06A9.2"	5	1	4	4	4	1	2	0	1	1	2	1
"K06B4.1"	0	0	0	0	0	0	0	0	1	0	0	0
"K06B4.11"	3	2	3	2	0	1	3	2	1	3	0	1
"K06B4.12"	1	0	0	0	1	0	0	1	1	0	0	0
"K06B4.15"	0	0	0	1	0	0	0	0	0	1	0	0
"K06B4.3"	2	2	0	4	0	2	0	0	1	1	1	0
"K06B4.9"	2	4	4	2	3	5	3	0	6	1	1	1
"K06B9.1"	2	0	0	0	0	0	0	0	0	0	0	0
"K06B9.2"	82	32	11	16	25	14	8	10	25	31	22	10
"K06B9.4"	49	25	13	9	26	18	13	9	25	26	16	4
"K06B9.6"	320	449	390	289	166	370	197	147	275	374	251	178
"K06C4.10"	61	47	14	23	48	25	19	23	41	71	17	29
"K06C4.14"	111	60	26	18	85	20	20	13	13	22	10	5
"K06C4.15"	69	52	22	12	31	29	16	6	16	9	9	3
"K06C4.17"	12	11	2	5	2	3	1	2	4	3	3	5
"K06C4.24"	2	2	0	1	1	2	2	0	1	1	0	0
"K06C4.5"	2	3	2	3	1	2	1	2	2	3	3	2
"K06C4.6c"	10	2	3	1	1	0	1	2	2	1	1	0
"K06C4.8"	4	0	2	0	0	1	0	1	1	2	3	0
"K06C4.9"	0	0	2	0	0	0	0	0	1	0	0	1
"K06G5.1b.2"	2	0	0	1	0	0	0	0	0	1	0	0
"K06G5.2"	7	2	4	3	7	4	1	3	4	7	5	2
"K06G5.3"	16	16	7	10	16	12	5	6	12	12	16	8
"K06H7.1"	13	3	7	4	3	2	1	0	0	1	0	1
"K06H7.2"	38	23	11	11	12	23	14	6	19	16	9	7
"K06H7.3.2"	195	143	90	60	109	74	80	69	145	109	79	96
"K06H7.4"	90	57	39	19	57	36	25	19	53	46	27	26
"K06H7.6"	157	93	50	50	60	48	39	32	79	51	62	32
"K06H7.7"	324	191	87	66	131	98	75	53	136	119	103	78
"K06H7.9"	485	215	97	101	266	112	68	93	164	209	123	100
"K07A1.1"	55	16	10	9	10	11	5	6	14	15	10	7
"K07A1.10"	126	75	35	24	66	33	20	14	46	20	23	19
"K07A1.11"	459	230	114	71	217	91	64	56	157	64	78	64
"K07A1.12"	411	323	213	153	161	196	114	109	254	201	153	120
"K07A1.13"	0	3	4	6	1	6	2	3	5	8	5	4
"K07A1.15"	13	16	22	12	6	15	6	6	15	15	12	10
"K07A1.16a"	0	1	1	1	1	1	0	0	0	0	0	0
"K07A1.17"	157	93	46	41	88	58	30	31	89	87	69	47
"K07A1.2.3"	9	2	5	3	2	3	2	0	3	2	5	2
"K07A1.20"	0	1	1	1	0	1	0	0	0	0	0	0
"K07A1.3"	688	395	198	149	533	205	133	166	390	444	269	204
"K07A1.4"	2	0	2	0	0	0	0	0	0	0	0	0
"K07A1.5"	4	0	1	0	1	1	0	0	2	0	0	1
"K07A1.7"	1	0	0	0	0	1	1	2	0	0	0	0
"K07A1.8.2"	118	93	38	47	68	53	47	27	51	53	46	33
"K07A1.9c"	93	59	45	25	48	42	37	24	52	39	44	27
"K07A12.1"	149	98	43	43	50	47	34	33	61	44	43	34
"K07A12.2"	3968	2567	1153	990	1713	1124	837	815	2034	1479	1226	1089
"K07A12.3"	88	33	17	15	54	22	9	14	19	19	19	6
"K07A12.4a"	819	393	193	185	541	206	120	138	312	364	234	180
"K07A12.5e"	13	38	13	19	5	28	13	14	36	42	19	15
"K07A12.6"	9	1	0	1	2	1	0	0	1	2	0	0
"K07A12.7"	111	59	47	28	42	33	16	17	41	34	38	24
"K07A3.1a.2"	5	1	0	0	0	0	0	0	2	0	0	0
"K07A3.1b"	0	0	0	0	0	1	0	0	0	0	1	0
"K07A3.2b"	0	1	0	0	0	0	1	0	2	0	0	0
"K07A9.2"	27	11	7	3	13	11	10	2	11	19	7	12
"K07A9.3"	41	24	17	16	28	26	22	23	49	35	31	15
"K07B1.2"	97	46	36	29	53	26	17	11	35	36	19	18
"K07B1.3"	134	76	44	35	35	33	21	18	56	49	36	36
"K07B1.4a"	53	42	33	28	12	43	23	24	65	80	52	44
"K07B1.5a"	6	3	2	1	4	1	1	1	2	2	2	1
"K07B1.6a.1"	0	0	1	0	0	0	0	0	0	0	0	0
"K07B1.6e"	31	9	8	12	21	11	4	8	7	11	6	6
"K07B1.7a"	12	15	4	10	5	9	10	2	4	8	9	8
"K07C10.1"	107	62	29	24	69	28	16	16	42	25	28	21
"K07C10.3"	0	0	0	0	1	0	0	0	0	0	0	0
"K07C10.6"	1	7	2	2	0	1	1	1	2	4	1	2
"K07C11.1"	5	3	1	2	3	4	1	0	0	2	1	0
"K07C11.10"	2	0	0	0	0	0	0	0	0	0	0	0
"K07C11.11"	1	1	0	0	5	1	0	2	0	1	0	0
"K07C11.2.2"	341	193	118	87	215	99	64	77	151	158	126	90
"K07C11.4"	1	0	0	2	3	0	0	1	1	2	1	0
"K07C11.5"	0	0	0	0	0	0	0	1	0	0	2	0
"K07C11.8.2"	2	1	4	1	4	0	0	2	1	3	4	1
"K07C11.9"	208	165	103	80	97	85	69	42	106	107	88	75
"K07C5.1"	190	131	55	67	109	63	57	51	93	90	63	55
"K07C5.12"	0	0	0	0	0	0	0	0	0	1	0	0
"K07C5.13"	36	50	28	29	44	22	23	32	75	99	47	45
"K07C5.2"	475	270	137	119	268	161	119	125	254	291	192	134
"K07C5.3"	507	506	238	209	267	255	188	191	436	445	350	233
"K07C5.4"	802	423	238	214	541	225	149	178	399	313	208	188
"K07C5.5b"	1	2	0	0	0	0	0	0	2	1	0	0
"K07C5.6"	424	295	214	142	271	195	126	97	211	216	180	128
"K07C5.7"	5	1	1	1	1	0	1	0	0	0	0	0
"K07C5.8"	1124	776	514	361	499	460	312	310	670	631	457	427
"K07C5.9"	3	2	4	0	1	2	3	2	3	2	2	3
"K07C6.11"	0	0	0	0	0	0	0	0	0	0	0	1
"K07C6.15"	218	303	114	116	80	165	134	108	215	186	152	145
"K07C6.4"	6	0	1	0	4	2	0	1	0	2	0	0
"K07C6.5"	0	0	0	1	0	0	0	1	0	2	0	1
"K07C6.9"	0	0	0	0	0	1	0	0	0	0	0	0
"K07D4.1"	13	8	1	2	11	6	2	2	6	6	2	5
"K07D4.2"	156	68	75	60	105	71	37	54	73	74	54	44
"K07D4.3"	1427	1595	1016	772	508	870	626	571	1392	961	826	778
"K07D4.5"	0	0	0	0	0	0	0	0	0	0	0	1
"K07D4.6"	9	15	5	12	13	13	8	14	33	25	12	12
"K07D4.7a"	7	7	1	0	2	1	2	1	1	2	0	2
"K07D4.8"	1	0	2	1	0	0	0	0	2	2	0	0
"K07D4.9.2"	0	1	0	0	0	0	0	0	0	0	0	0
"K07D8.1"	10	2	4	1	3	2	5	1	0	4	0	0
"K07E3.1"	61	29	14	11	29	28	12	8	21	26	8	17
"K07E3.2"	1711	2822	1684	1380	828	1962	1365	1412	2582	3415	2131	1701
"K07E3.3"	8	2	0	2	2	2	1	1	1	1	1	1
"K07E3.4b"	7	4	1	1	1	2	1	1	3	0	0	0
"K07E3.9"	0	1	0	0	0	0	0	0	0	1	0	0
"K07E8.10"	14	6	20	20	14	5	0	0	1	2	4	14
"K07E8.11a"	0	0	1	0	0	0	0	0	0	0	0	0
"K07E8.4"	0	1	0	0	0	0	1	0	0	0	1	0
"K07E8.5"	13	10	7	3	11	13	3	2	8	9	8	3
"K07E8.7c"	0	2	1	0	0	3	0	0	1	0	0	0
"K07E8.9"	0	1	0	0	0	0	0	0	0	0	0	0
"K07F5.1"	0	0	0	0	0	1	1	0	0	0	0	1
"K07F5.11"	5	2	1	3	2	0	0	1	2	2	0	0
"K07F5.12"	18	10	2	2	4	3	2	3	5	4	3	3
"K07F5.13c"	86	112	65	57	51	66	55	119	150	249	148	139
"K07F5.14"	469	345	165	111	182	172	101	96	247	178	137	132
"K07F5.15b.2"	6	1	2	1	2	1	2	2	0	0	2	0
"K07F5.16a"	1	0	0	0	0	0	0	0	0	0	0	0
"K07F5.17"	0	0	0	0	0	0	0	0	0	1	0	0
"K07F5.21"	1	0	1	1	0	1	0	0	2	1	0	1
"K07F5.3"	0	1	0	0	0	0	0	0	0	1	0	0
"K07F5.4"	2	0	0	1	0	1	0	0	1	0	0	1
"K07F5.5"	0	0	0	0	0	1	0	0	0	0	0	0
"K07F5.6"	3	1	0	0	0	1	0	0	0	0	0	0
"K07F5.8"	0	1	0	0	0	0	0	0	0	0	0	0
"K07F5.9"	0	1	5	1	0	1	1	1	0	0	1	0
"K07G5.1"	216	136	76	66	142	72	59	37	97	79	74	67
"K07G5.2"	823	460	217	193	441	234	160	145	341	324	210	173
"K07G5.3"	49	34	18	27	37	22	21	12	19	25	18	12
"K07G5.4"	6	0	3	2	3	2	1	1	2	1	2	0
"K07G5.5"	0	0	0	0	0	0	0	0	0	1	0	0
"K07G5.6.2"	83	47	25	17	46	42	15	13	28	41	35	21
"K07G5.7"	1	1	0	1	0	0	0	1	0	1	0	0
"K07H8.1"	122	61	39	30	93	38	20	15	41	32	32	17
"K07H8.10"	1207	904	444	316	679	443	291	300	643	554	436	378
"K07H8.11"	0	0	0	0	2	0	0	0	0	0	0	0
"K07H8.12"	3	0	1	0	1	0	0	0	0	0	0	0
"K07H8.14"	1	0	0	0	0	0	0	0	0	0	0	0
"K07H8.2c.3"	2	2	0	0	5	1	0	0	1	2	0	3
"K07H8.3"	135	92	58	42	87	56	37	38	88	67	46	40
"K07H8.5"	0	2	1	0	0	0	0	1	0	0	0	2
"K07H8.6c"	50	31	18	18	19	30	14	4	7	15	5	7
"K07H8.9"	29	13	8	9	13	10	16	12	17	8	11	9
"K08A2.1.2"	2645	2173	1357	1088	1389	1436	941	815	1769	1612	1051	783
"K08A2.2"	3	0	2	2	4	0	0	1	3	0	0	0
"K08A2.4"	163	154	101	153	438	267	120	78	140	199	114	54
"K08A8.1a"	13	5	2	0	7	2	3	3	5	1	0	2
"K08A8.2b.2"	0	1	0	0	0	0	0	1	1	0	0	0
"K08A8.3"	36	25	11	16	22	20	15	10	34	15	19	14
"K08B12.2a.2"	2	2	0	0	0	1	1	1	1	0	0	0
"K08B12.3"	10	13	7	3	8	5	9	9	6	15	6	2
"K08B12.4"	0	0	1	0	0	1	0	0	2	0	0	0
"K08B12.8"	0	0	0	0	0	0	0	0	1	0	0	0
"K08B4.2"	1	2	2	0	0	0	1	0	1	0	0	0
"K08B4.3"	0	0	0	0	0	1	0	0	0	1	0	2
"K08B4.4"	3	1	0	0	0	0	0	1	0	0	0	0
"K08B4.5"	39328	26807	15436	15600	29690	18075	12352	13566	24403	32890	18780	14375
"K08B4.6"	166	108	48	59	124	116	146	119	188	324	260	137
"K08B4.7"	0	0	0	0	1	0	0	0	0	1	1	0
"K08B5.1"	1	1	0	0	0	0	0	0	0	0	0	1
"K08B5.2"	0	0	0	0	0	0	0	0	0	0	1	0
"K08B5.3"	0	0	0	0	0	0	1	0	0	0	0	0
"K08B5.7"	0	1	0	0	0	0	0	0	0	0	0	0
"K08B5.8"	79	68	45	42	66	42	26	23	54	49	30	32
"K08C7.1"	7	0	1	2	3	2	1	0	0	0	0	0
"K08C7.2.3"	0	2	3	1	0	0	3	2	3	2	0	1
"K08C7.4"	0	0	0	0	2	0	0	0	0	2	0	0
"K08C9.1"	0	0	2	1	5	2	1	0	2	1	4	2
"K08C9.10"	0	1	0	0	0	0	0	0	0	2	0	1
"K08C9.2"	0	1	0	1	0	0	1	0	2	1	0	0
"K08C9.4"	0	2	1	1	1	1	1	0	3	4	2	2
"K08C9.7"	7	6	4	3	3	3	4	2	6	6	4	3
"K08C9.8"	161	102	73	53	100	56	51	63	84	129	57	37
"K08D10.11"	0	1	1	0	0	0	0	0	0	1	0	1
"K08D10.12a"	373	217	148	142	243	180	106	103	221	287	182	198
"K08D10.13"	1	0	0	0	0	0	0	0	0	1	0	0
"K08D10.15"	30	17	8	7	10	8	19	11	19	13	4	11
"K08D10.18"	0	0	0	1	0	1	0	1	0	0	0	0
"K08D10.2a"	10	9	16	4	4	12	7	4	11	4	4	3
"K08D10.3a"	126	88	70	47	45	35	41	28	91	44	60	44
"K08D10.4"	233	188	145	97	152	119	115	109	177	148	125	106
"K08D10.5"	29	3	6	2	7	6	3	2	1	1	0	1
"K08D10.8"	0	1	0	0	0	0	0	0	0	0	0	0
"K08D10.9"	2	0	2	1	0	0	0	0	0	1	1	1
"K08D12.1"	885	600	397	276	409	346	236	206	454	307	258	244
"K08D12.2"	4602	4496	2618	2559	3168	2881	1985	2272	4111	5502	3242	2350
"K08D12.3b.2"	40	16	12	8	16	10	4	10	14	6	6	10
"K08D12.4"	12	5	4	2	4	6	0	0	2	5	2	2
"K08D12.6"	150	111	103	78	58	72	53	14	16	24	24	12
"K08D12.7"	30	6	6	2	13	8	1	2	3	0	0	1
"K08D8.11"	0	0	0	0	0	1	0	0	0	0	0	0
"K08D8.12b"	1	0	0	0	0	0	0	0	0	1	0	0
"K08D8.3"	1	6	4	2	6	2	2	1	6	3	2	1
"K08D8.5"	1	0	0	0	1	0	0	0	0	1	0	0
"K08D8.6a"	1	3	5	3	10	3	1	4	6	2	7	7
"K08D9.2"	0	0	0	0	0	0	1	0	0	0	0	0
"K08D9.3a"	16	27	20	16	6	27	5	8	23	25	12	12
"K08D9.5"	1	1	0	0	3	0	1	0	0	0	1	1
"K08D9.6"	0	0	0	0	0	0	0	1	0	0	0	0
"K08D9.8"	0	0	0	0	0	0	0	0	0	0	1	0
"K08E3.1"	4	3	1	0	2	0	2	1	0	4	2	0
"K08E3.10"	942	355	248	178	907	164	96	101	200	336	187	125
"K08E3.14"	0	5	0	4	0	2	0	1	10	2	4	1
"K08E3.2"	0	0	1	0	0	0	1	0	0	1	1	0
"K08E3.3a"	0	2	0	0	0	0	0	0	0	0	1	0
"K08E3.4"	555	481	260	223	235	224	179	142	377	271	259	202
"K08E3.5d"	2	6	1	0	4	2	1	2	3	1	1	3
"K08E3.6.1"	967	745	490	316	432	400	290	261	662	493	390	326
"K08E3.8"	1287	997	671	606	932	660	439	409	835	1137	690	472
"K08E4.1"	657	526	290	247	259	298	203	155	439	328	275	224
"K08E4.2b"	73	43	21	21	57	30	18	28	49	74	46	32
"K08E4.3a"	11	3	3	3	12	2	2	1	1	1	1	1
"K08E4.5b"	2	0	0	0	0	0	0	0	0	0	0	0
"K08E4.6"	335	244	117	113	168	170	106	97	193	266	138	121
"K08E4.7"	215	125	73	49	150	113	66	46	108	155	90	65
"K08E4.8"	1	0	0	0	0	0	0	0	0	0	0	0
"K08E5.1a"	169	111	84	66	82	69	44	49	84	116	63	58
"K08E5.1b"	74	42	24	27	29	27	19	22	40	48	29	36
"K08E5.4"	1	0	0	1	0	0	0	2	1	7	5	3
"K08E7.1.2"	538	388	235	177	316	244	177	175	299	318	255	208
"K08E7.10"	8999	5877	2900	2263	6918	3116	2308	2544	4876	6099	3419	2835
"K08E7.3"	2645	1905	1027	768	1190	1060	793	679	1683	1637	1171	1051
"K08E7.5c"	21	15	2	5	8	6	3	4	5	4	3	1
"K08E7.9"	118	28	19	18	56	23	13	7	10	10	6	7
"K08F11.1a"	8763	6420	4031	3383	5339	3798	3033	3004	5838	7159	4808	3345
"K08F11.4b.2"	24	5	4	5	9	5	2	1	4	5	4	3
"K08F11.5"	713	458	283	197	384	295	187	194	380	369	253	222
"K08F11.6"	348	191	125	117	276	133	81	44	102	124	62	50
"K08F11.8"	0	1	0	0	0	0	0	0	0	0	0	0
"K08F4.1.3"	0	1	2	0	0	0	2	0	1	1	0	1
"K08F4.12"	0	0	0	0	0	0	0	0	1	0	1	0
"K08F4.2"	464	322	196	160	249	153	110	95	237	176	157	117
"K08F4.3"	75	33	18	15	34	7	11	11	27	20	11	12
"K08F4.4"	25	9	12	15	10	11	2	1	6	12	4	1
"K08F4.5"	0	0	2	1	1	0	0	0	0	0	0	0
"K08F4.7"	0	0	0	0	0	1	0	0	0	0	0	0
"K08F4.9"	191	106	40	45	86	52	34	41	79	89	66	45
"K08F8.1e.2"	2	2	2	0	3	0	0	0	0	0	0	0
"K08F8.2"	0	0	0	1	0	1	0	0	2	0	1	0
"K08F8.3.2"	7	0	1	0	4	1	1	1	0	0	2	0
"K08F8.6"	138	88	39	29	73	37	35	20	60	47	35	35
"K08F8.7"	0	0	0	0	0	0	1	0	0	0	0	0
"K08F9.1a"	5	2	1	2	8	2	1	1	0	2	2	0
"K08F9.2"	447	316	201	144	256	172	136	139	236	278	195	161
"K08F9.4"	351	184	132	82	182	91	74	52	113	94	91	82
"K08G2.10"	1	0	0	0	0	1	0	0	0	0	0	0
"K08G2.3"	0	0	0	0	0	0	0	0	0	0	0	1
"K08G2.8"	0	0	1	0	1	0	0	0	0	0	0	0
"K08G2.9"	1	0	1	1	0	1	0	0	0	0	1	0
"K08H10.13"	5	34	17	16	1	17	6	2	14	13	10	10
"K08H10.1m"	3	2	0	0	1	1	1	0	0	0	0	0
"K08H10.4"	192	118	88	68	84	74	36	46	105	72	57	54
"K08H10.6"	1	3	1	0	2	1	0	0	0	0	0	0
"K08H10.7"	666	368	192	143	276	176	140	94	286	198	175	135
"K08H10.9"	377	272	128	96	190	150	105	90	198	218	127	104
"K08H2.1"	6975	2606	1448	1080	4356	1422	1001	866	1835	2167	1389	942
"K08H2.10"	0	0	0	0	0	0	0	0	0	0	1	0
"K08H2.2"	1	0	0	0	2	0	0	2	0	0	3	0
"K08H2.3"	648	344	253	177	499	260	245	174	328	199	116	94
"K08H2.4"	29	13	10	5	10	4	4	1	7	15	7	6
"K08H2.5"	18	10	7	10	6	5	4	2	2	4	2	0
"K08H2.6"	1695	470	211	208	813	259	175	162	370	416	269	165
"K08H2.7"	0	0	0	1	0	0	0	0	0	0	0	0
"K08H2.8"	21	7	2	2	2	4	2	1	4	3	2	2
"K08H2.9"	0	1	0	1	0	0	0	0	0	0	0	1
"K09A11.1"	347	252	121	105	174	168	143	88	197	209	90	79
"K09A11.2"	0	1	0	0	0	0	0	0	0	1	0	0
"K09A11.3"	0	0	0	1	0	0	0	0	1	0	0	0
"K09A11.4"	0	0	0	0	0	0	1	0	0	0	0	0
"K09A11.5"	1	4	0	2	2	0	2	0	2	1	0	1
"K09A9.1"	134	34	33	28	133	32	23	35	51	56	41	21
"K09A9.3"	8	8	5	2	6	2	4	3	8	7	1	6
"K09A9.4"	61	42	28	25	22	20	20	12	42	22	22	24
"K09A9.5"	583	345	333	140	517	252	172	201	344	285	157	146
"K09A9.9"	0	0	0	0	0	2	1	0	0	0	0	0
"K09B11.10"	24	13	20	13	13	19	6	9	15	14	9	11
"K09B11.1c"	11	13	6	2	4	2	2	3	7	7	5	2
"K09B11.2a"	399	189	94	76	164	106	81	88	187	194	125	98
"K09B11.4"	5613	4951	4111	3419	2134	3848	3003	3239	5630	6909	4720	3395
"K09B11.5a"	0	0	0	0	0	0	0	0	0	1	0	0
"K09B11.9a"	15	26	14	14	31	25	9	19	19	39	22	12
"K09B3.1a"	1	0	0	0	0	0	0	0	0	0	0	1
"K09C4.10"	31	16	8	1	14	15	6	8	13	14	7	8
"K09C4.1a"	3	0	0	0	0	0	0	0	1	0	0	0
"K09C4.2"	1	2	3	2	2	1	2	1	1	7	2	2
"K09C4.3"	771	285	145	102	565	166	108	112	199	221	150	95
"K09C4.4"	3	4	0	2	1	0	1	0	2	2	0	0
"K09C4.5"	2	1	1	1	0	0	0	0	0	1	1	0
"K09C4.9"	0	0	0	0	0	1	0	0	0	0	0	0
"K09C6.2d"	0	2	0	1	0	0	2	0	0	0	0	0
"K09C6.5"	0	1	0	1	1	0	1	2	4	4	3	0
"K09C6.8b"	0	2	0	0	0	0	0	1	0	1	0	1
"K09C8.1"	1	0	1	0	0	0	0	0	0	0	0	0
"K09C8.2"	0	0	0	1	0	0	0	0	0	1	0	0
"K09C8.4"	0	0	1	0	0	0	0	0	0	0	0	0
"K09C8.5"	0	2	0	0	0	0	0	0	0	0	0	1
"K09D9.1"	0	0	0	0	2	0	0	1	0	1	0	0
"K09D9.10"	7	2	0	3	2	0	0	0	0	0	0	0
"K09D9.11"	22	14	6	10	10	12	3	2	4	5	8	6
"K09D9.12"	1058	573	240	217	619	372	302	377	625	861	561	341
"K09D9.2"	4	1	0	1	1	0	0	0	0	0	0	1
"K09D9.6"	0	0	0	0	0	0	0	1	1	2	0	0
"K09D9.8"	8	8	2	2	3	1	1	2	7	12	8	2
"K09D9.9"	0	0	0	0	0	0	0	0	1	0	0	0
"K09E10.2a"	0	1	0	0	0	0	0	0	0	0	0	0
"K09E2.1"	0	0	1	1	1	0	0	0	0	0	1	0
"K09E2.3"	0	0	0	0	1	0	0	0	0	1	0	0
"K09E2.4a"	1	0	0	0	1	0	0	1	0	1	0	0
"K09E3.1"	165	218	126	73	73	128	90	95	177	166	116	68
"K09E3.2"	471	208	124	109	295	100	96	63	193	211	115	89
"K09E3.4"	1536	1387	990	1223	1436	1410	826	746	1515	2179	1480	886
"K09E3.5"	15	14	5	4	3	7	8	3	3	10	13	7
"K09E3.6"	161	89	91	39	66	52	48	26	18	22	18	8
"K09E3.7"	245	363	201	179	133	272	176	189	416	482	279	260
"K09E4.1"	4	0	0	0	2	1	0	0	0	1	1	0
"K09E4.2a"	7	1	0	0	2	3	3	2	0	1	2	4
"K09E4.3a"	41	17	16	6	32	20	13	11	23	9	17	17
"K09E4.5"	1	0	0	0	0	0	0	1	0	0	0	0
"K09E4.6"	0	0	0	0	0	0	0	0	1	0	0	0
"K09E9.2"	3	5	0	3	4	4	0	3	0	1	0	1
"K09E9.3"	1924	1603	982	928	1745	1324	868	658	1324	838	549	381
